Year,Gender,Age,DayOfWeek,Hour,Location,Severity
2023,Male,32,Monday,4,Hîncești,Without fatalities
2021,Female,42,Thursday,14,Bălți,Without fatalities
2020,Male,59,Saturday,0,Comrat,Without fatalities
2018,Female,38,Friday,14,Chișinău,Without fatalities
2023,Female,71,Monday,3,Cahul,Without fatalities
2017,Male,22,Monday,15,Ungheni,Without fatalities
2019,Male,37,Tuesday,21,Cahul,Without fatalities
2024,Female,31,Friday,6,Edineț,Without fatalities
2021,Female,54,Monday,22,Comrat,Without fatalities
2024,Male,18,Thursday,7,Cahul,Without fatalities
2023,Female,18,Monday,20,Comrat,Without fatalities
2020,Female,38,Thursday,21,Bălți,Without fatalities
2018,Female,63,Sunday,1,Cahul,Without fatalities
2016,Male,43,Thursday,11,Comrat,Without fatalities
2024,Female,19,Thursday,1,Soroca,Without fatalities
2019,Female,22,Friday,13,Hîncești,Without fatalities
2022,Female,65,Sunday,18,Edineț,Without fatalities
2023,Female,30,Thursday,19,Orhei,Without fatalities
2018,Male,25,Friday,5,Ungheni,With fatalities
2023,Male,62,Sunday,21,Cahul,Without fatalities
2014,Female,55,Monday,18,Orhei,Without fatalities
2020,Female,59,Sunday,16,Hîncești,Without fatalities
2020,Female,25,Thursday,2,Soroca,With fatalities
2024,Male,18,Sunday,19,Comrat,Without fatalities
2024,Male,41,Wednesday,9,Comrat,Without fatalities
2019,Female,45,Monday,23,Comrat,Without fatalities
2022,Female,45,Saturday,12,Hîncești,Without fatalities
2023,Male,62,Sunday,19,Bălți,With fatalities
2018,Female,18,Sunday,22,Edineț,With fatalities
2022,Female,52,Sunday,17,Bălți,Without fatalities
2019,Male,23,Wednesday,18,Chișinău,Without fatalities
2017,Male,52,Wednesday,16,Orhei,Without fatalities
2024,Male,32,Tuesday,7,Bălți,With fatalities
2021,Male,27,Friday,17,Soroca,Without fatalities
2019,Male,30,Tuesday,6,Chișinău,Without fatalities
2020,Female,18,Friday,22,Comrat,Without fatalities
2020,Male,40,Tuesday,10,Chișinău,Without fatalities
2023,Male,28,Monday,2,Edineț,Without fatalities
2024,Male,51,Wednesday,1,Soroca,With fatalities
2021,Male,49,Monday,18,Soroca,With fatalities
2019,Male,65,Friday,23,Cahul,Without fatalities
2023,Male,45,Wednesday,10,Bălți,Without fatalities
2024,Female,47,Wednesday,7,Orhei,With fatalities
2016,Male,61,Friday,10,Ungheni,Without fatalities
2023,Female,30,Monday,1,Ungheni,With fatalities
2022,Female,18,Wednesday,11,Orhei,Without fatalities
2024,Male,43,Saturday,8,Bălți,Without fatalities
2021,Male,18,Sunday,5,Bălți,Without fatalities
2024,Female,76,Monday,11,Ungheni,Without fatalities
2022,Female,61,Monday,17,Orhei,Without fatalities
2017,Female,72,Monday,4,Bălți,Without fatalities
2014,Male,40,Wednesday,21,Comrat,Without fatalities
2022,Female,48,Thursday,16,Edineț,Without fatalities
2022,Male,33,Sunday,15,Hîncești,With fatalities
2018,Male,53,Tuesday,11,Orhei,Without fatalities
2024,Female,21,Friday,1,Bălți,Without fatalities
2024,Male,18,Monday,15,Orhei,Without fatalities
2023,Male,28,Wednesday,0,Edineț,Without fatalities
2024,Female,18,Friday,19,Chișinău,Without fatalities
2021,Female,62,Thursday,1,Orhei,Without fatalities
2023,Male,67,Saturday,12,Chișinău,Without fatalities
2024,Female,18,Thursday,15,Orhei,Without fatalities
2021,Male,59,Wednesday,0,Ungheni,Without fatalities
2022,Female,54,Monday,18,Cahul,Without fatalities
2021,Female,18,Thursday,3,Cahul,With fatalities
2024,Female,34,Sunday,19,Ungheni,Without fatalities
2021,Female,31,Thursday,2,Cahul,Without fatalities
2019,Male,51,Thursday,1,Hîncești,With fatalities
2022,Female,21,Sunday,11,Ungheni,Without fatalities
2019,Male,38,Saturday,23,Chișinău,Without fatalities
2024,Male,29,Wednesday,12,Ungheni,Without fatalities
2024,Female,47,Friday,17,Chișinău,Without fatalities
2020,Female,36,Tuesday,4,Cahul,Without fatalities
2020,Female,31,Wednesday,22,Ungheni,With fatalities
2016,Female,36,Monday,11,Ungheni,Without fatalities
2019,Female,70,Wednesday,18,Hîncești,Without fatalities
2015,Male,33,Wednesday,0,Orhei,Without fatalities
2023,Female,24,Saturday,8,Cahul,With fatalities
2018,Male,48,Tuesday,0,Comrat,Without fatalities
2016,Male,37,Tuesday,23,Ungheni,Without fatalities
2017,Male,18,Tuesday,17,Comrat,Without fatalities
2020,Male,73,Friday,22,Bălți,Without fatalities
2021,Female,34,Wednesday,2,Comrat,Without fatalities
2024,Female,34,Saturday,5,Edineț,Without fatalities
2019,Male,42,Monday,21,Comrat,Without fatalities
2023,Male,65,Tuesday,3,Orhei,Without fatalities
2024,Female,18,Sunday,23,Ungheni,Without fatalities
2024,Male,44,Tuesday,11,Hîncești,With fatalities
2018,Female,71,Sunday,11,Chișinău,Without fatalities
2019,Male,41,Wednesday,4,Soroca,With fatalities
2015,Female,21,Monday,22,Chișinău,Without fatalities
2021,Male,30,Saturday,20,Chișinău,Without fatalities
2020,Male,43,Tuesday,12,Orhei,Without fatalities
2022,Male,59,Wednesday,11,Orhei,Without fatalities
2021,Female,34,Thursday,3,Comrat,Without fatalities
2023,Female,52,Saturday,5,Hîncești,With fatalities
2022,Female,18,Sunday,18,Orhei,Without fatalities
2021,Male,18,Friday,5,Bălți,With fatalities
2015,Male,32,Saturday,5,Ungheni,With fatalities
2020,Male,61,Wednesday,10,Hîncești,Without fatalities
2019,Male,41,Tuesday,21,Bălți,Without fatalities
2016,Male,44,Saturday,13,Comrat,Without fatalities
2019,Male,44,Monday,2,Ungheni,Without fatalities
2024,Female,56,Sunday,7,Orhei,With fatalities
2023,Female,30,Thursday,3,Chișinău,Without fatalities
2023,Female,50,Monday,15,Edineț,Without fatalities
2023,Male,27,Monday,17,Orhei,Without fatalities
2024,Female,69,Monday,6,Comrat,Without fatalities
2019,Male,27,Wednesday,10,Orhei,Without fatalities
2019,Male,26,Wednesday,7,Comrat,With fatalities
2020,Female,48,Saturday,19,Soroca,Without fatalities
2023,Male,41,Sunday,5,Cahul,Without fatalities
2023,Male,44,Friday,23,Orhei,Without fatalities
2014,Male,43,Sunday,15,Hîncești,Without fatalities
2024,Male,23,Thursday,4,Orhei,Without fatalities
2019,Male,64,Saturday,5,Hîncești,Without fatalities
2022,Female,53,Monday,5,Bălți,Without fatalities
2022,Female,60,Saturday,1,Chișinău,Without fatalities
2016,Male,32,Sunday,6,Ungheni,Without fatalities
2023,Male,46,Tuesday,8,Soroca,Without fatalities
2021,Female,42,Saturday,14,Comrat,Without fatalities
2022,Female,56,Sunday,20,Edineț,Without fatalities
2021,Female,57,Saturday,13,Chișinău,Without fatalities
2023,Male,42,Sunday,20,Orhei,Without fatalities
2022,Female,18,Monday,12,Chișinău,Without fatalities
2018,Female,66,Saturday,4,Edineț,Without fatalities
2023,Male,48,Thursday,16,Chișinău,Without fatalities
2021,Male,30,Monday,4,Ungheni,Without fatalities
2015,Female,46,Wednesday,23,Cahul,Without fatalities
2020,Male,18,Wednesday,2,Bălți,Without fatalities
2020,Female,55,Saturday,8,Edineț,Without fatalities
2023,Female,18,Saturday,8,Orhei,Without fatalities
2018,Male,36,Thursday,21,Ungheni,With fatalities
2021,Male,43,Sunday,3,Cahul,Without fatalities
2015,Female,55,Sunday,19,Orhei,Without fatalities
2024,Male,41,Friday,10,Orhei,With fatalities
2021,Male,49,Monday,16,Soroca,Without fatalities
2024,Male,39,Thursday,13,Cahul,Without fatalities
2022,Male,39,Saturday,9,Hîncești,Without fatalities
2019,Male,41,Saturday,4,Orhei,Without fatalities
2023,Male,37,Saturday,20,Soroca,With fatalities
2021,Male,18,Saturday,20,Comrat,Without fatalities
2020,Female,28,Tuesday,16,Chișinău,Without fatalities
2022,Male,43,Saturday,15,Comrat,Without fatalities
2023,Female,36,Saturday,0,Chișinău,With fatalities
2022,Male,37,Tuesday,9,Hîncești,Without fatalities
2021,Female,35,Friday,11,Orhei,With fatalities
2019,Male,27,Sunday,17,Comrat,Without fatalities
2023,Female,32,Wednesday,0,Comrat,Without fatalities
2020,Male,35,Saturday,23,Chișinău,Without fatalities
2022,Female,40,Sunday,11,Bălți,Without fatalities
2016,Male,45,Saturday,19,Cahul,Without fatalities
2023,Male,37,Thursday,5,Edineț,Without fatalities
2024,Female,24,Monday,7,Hîncești,With fatalities
2021,Female,19,Thursday,13,Edineț,Without fatalities
2022,Male,78,Saturday,4,Orhei,Without fatalities
2024,Female,23,Friday,21,Bălți,Without fatalities
2023,Female,32,Thursday,3,Bălți,Without fatalities
2024,Male,47,Friday,21,Comrat,Without fatalities
2019,Female,45,Friday,15,Hîncești,With fatalities
2021,Male,47,Saturday,5,Orhei,Without fatalities
2021,Female,33,Friday,2,Chișinău,Without fatalities
2021,Male,43,Thursday,3,Hîncești,Without fatalities
2024,Female,40,Tuesday,21,Comrat,Without fatalities
2018,Male,35,Monday,7,Cahul,With fatalities
2024,Male,43,Friday,13,Bălți,Without fatalities
2022,Female,55,Sunday,6,Cahul,Without fatalities
2021,Female,39,Saturday,3,Bălți,Without fatalities
2020,Male,39,Wednesday,18,Bălți,With fatalities
2021,Male,56,Friday,10,Ungheni,Without fatalities
2023,Female,54,Sunday,14,Orhei,Without fatalities
2021,Female,63,Thursday,23,Cahul,Without fatalities
2023,Female,18,Friday,15,Hîncești,Without fatalities
2020,Female,53,Wednesday,5,Soroca,Without fatalities
2018,Female,49,Sunday,11,Soroca,Without fatalities
2020,Female,26,Tuesday,7,Comrat,Without fatalities
2023,Male,43,Thursday,9,Hîncești,Without fatalities
2024,Female,55,Thursday,10,Chișinău,Without fatalities
2023,Female,27,Saturday,8,Hîncești,Without fatalities
2020,Female,46,Thursday,16,Bălți,Without fatalities
2022,Female,53,Wednesday,13,Cahul,Without fatalities
2020,Male,23,Sunday,2,Soroca,With fatalities
2023,Male,37,Thursday,8,Ungheni,Without fatalities
2021,Male,44,Tuesday,19,Soroca,Without fatalities
2023,Male,28,Monday,17,Soroca,Without fatalities
2014,Female,26,Monday,16,Soroca,With fatalities
2020,Male,37,Friday,4,Soroca,Without fatalities
2024,Female,52,Monday,19,Bălți,Without fatalities
2019,Female,49,Wednesday,20,Chișinău,With fatalities
2020,Male,27,Monday,20,Edineț,Without fatalities
2023,Male,49,Wednesday,23,Cahul,Without fatalities
2016,Female,27,Wednesday,5,Comrat,Without fatalities
2019,Male,18,Friday,2,Edineț,With fatalities
2023,Male,34,Monday,15,Orhei,With fatalities
2024,Female,56,Friday,14,Orhei,Without fatalities
2023,Female,49,Thursday,7,Cahul,With fatalities
2017,Female,39,Tuesday,8,Hîncești,Without fatalities
2023,Female,33,Sunday,3,Cahul,With fatalities
2021,Female,34,Monday,12,Soroca,Without fatalities
2023,Male,41,Thursday,23,Orhei,With fatalities
2018,Female,23,Saturday,2,Chișinău,Without fatalities
2020,Female,34,Sunday,20,Hîncești,Without fatalities
2024,Female,36,Sunday,6,Comrat,Without fatalities
2024,Male,19,Sunday,15,Chișinău,Without fatalities
2019,Female,27,Thursday,16,Orhei,Without fatalities
2016,Female,46,Friday,16,Comrat,Without fatalities
2024,Male,40,Friday,18,Soroca,Without fatalities
2019,Female,35,Sunday,19,Soroca,Without fatalities
2017,Female,26,Sunday,16,Comrat,Without fatalities
2020,Female,63,Tuesday,23,Cahul,Without fatalities
2019,Male,27,Tuesday,1,Cahul,Without fatalities
2016,Male,43,Sunday,4,Chișinău,Without fatalities
2024,Female,32,Tuesday,15,Edineț,Without fatalities
2019,Female,40,Sunday,21,Bălți,Without fatalities
2019,Female,46,Tuesday,10,Cahul,Without fatalities
2020,Male,19,Sunday,21,Comrat,Without fatalities
2020,Male,39,Friday,5,Edineț,Without fatalities
2021,Male,57,Wednesday,10,Hîncești,Without fatalities
2024,Male,66,Friday,0,Edineț,Without fatalities
2015,Male,38,Wednesday,18,Comrat,Without fatalities
2024,Male,40,Friday,2,Chișinău,Without fatalities
2022,Female,73,Saturday,7,Chișinău,With fatalities
2023,Male,57,Friday,21,Edineț,Without fatalities
2017,Female,30,Tuesday,17,Comrat,Without fatalities
2019,Male,30,Wednesday,12,Bălți,Without fatalities
2015,Female,54,Thursday,0,Hîncești,Without fatalities
2022,Male,24,Saturday,19,Comrat,Without fatalities
2020,Female,56,Thursday,16,Hîncești,Without fatalities
2022,Female,45,Saturday,4,Chișinău,Without fatalities
2023,Female,47,Thursday,11,Cahul,Without fatalities
2022,Male,36,Tuesday,10,Bălți,Without fatalities
2016,Male,30,Thursday,23,Orhei,Without fatalities
2015,Male,61,Sunday,17,Ungheni,Without fatalities
2024,Female,36,Friday,7,Bălți,Without fatalities
2019,Female,33,Tuesday,23,Bălți,Without fatalities
2020,Female,38,Sunday,21,Orhei,Without fatalities
2018,Male,42,Thursday,23,Hîncești,Without fatalities
2023,Male,24,Tuesday,12,Orhei,Without fatalities
2020,Female,31,Friday,1,Ungheni,Without fatalities
2021,Male,30,Tuesday,22,Hîncești,Without fatalities
2022,Male,52,Thursday,15,Bălți,Without fatalities
2022,Male,26,Tuesday,11,Orhei,Without fatalities
2023,Male,18,Saturday,7,Comrat,Without fatalities
2023,Female,18,Monday,3,Cahul,Without fatalities
2021,Male,18,Thursday,13,Ungheni,Without fatalities
2018,Male,60,Friday,8,Comrat,Without fatalities
2018,Female,40,Wednesday,10,Hîncești,Without fatalities
2023,Female,47,Tuesday,15,Soroca,Without fatalities
2019,Male,48,Saturday,5,Bălți,With fatalities
2021,Male,40,Tuesday,11,Edineț,Without fatalities
2016,Male,38,Thursday,18,Hîncești,Without fatalities
2017,Male,55,Saturday,15,Bălți,Without fatalities
2018,Female,42,Thursday,12,Chișinău,Without fatalities
2016,Female,60,Monday,3,Ungheni,Without fatalities
2019,Female,49,Friday,11,Chișinău,Without fatalities
2022,Male,30,Saturday,3,Chișinău,Without fatalities
2023,Male,32,Saturday,16,Soroca,Without fatalities
2015,Female,29,Tuesday,13,Comrat,Without fatalities
2022,Male,58,Tuesday,16,Cahul,Without fatalities
2020,Female,33,Wednesday,0,Comrat,Without fatalities
2018,Female,28,Sunday,19,Soroca,Without fatalities
2015,Female,44,Saturday,0,Edineț,Without fatalities
2019,Female,38,Tuesday,21,Comrat,Without fatalities
2023,Female,44,Tuesday,1,Chișinău,Without fatalities
2021,Female,68,Sunday,16,Chișinău,Without fatalities
2023,Female,53,Monday,22,Comrat,Without fatalities
2020,Male,40,Wednesday,21,Orhei,Without fatalities
2023,Female,18,Sunday,0,Hîncești,Without fatalities
2017,Female,32,Tuesday,11,Edineț,Without fatalities
2023,Male,50,Tuesday,12,Orhei,Without fatalities
2021,Female,22,Friday,13,Orhei,Without fatalities
2023,Male,72,Saturday,9,Hîncești,Without fatalities
2018,Female,40,Tuesday,11,Ungheni,Without fatalities
2021,Male,40,Monday,21,Hîncești,With fatalities
2023,Male,30,Tuesday,17,Edineț,Without fatalities
2021,Male,47,Saturday,6,Cahul,With fatalities
2021,Female,22,Tuesday,18,Ungheni,With fatalities
2023,Male,72,Sunday,14,Comrat,Without fatalities
2017,Female,59,Thursday,6,Cahul,Without fatalities
2021,Female,54,Tuesday,13,Cahul,Without fatalities
2023,Female,19,Wednesday,8,Edineț,Without fatalities
2023,Female,43,Saturday,4,Soroca,Without fatalities
2016,Female,58,Saturday,0,Soroca,Without fatalities
2024,Female,48,Thursday,15,Edineț,Without fatalities
2014,Female,24,Wednesday,4,Orhei,Without fatalities
2024,Male,30,Wednesday,23,Soroca,Without fatalities
2019,Female,33,Saturday,7,Chișinău,Without fatalities
2022,Female,30,Monday,18,Soroca,Without fatalities
2014,Male,62,Tuesday,19,Edineț,Without fatalities
2023,Female,18,Wednesday,11,Hîncești,Without fatalities
2021,Male,49,Tuesday,7,Orhei,Without fatalities
2023,Male,20,Tuesday,7,Cahul,With fatalities
2022,Female,25,Sunday,22,Edineț,Without fatalities
2023,Female,18,Monday,5,Soroca,With fatalities
2022,Male,31,Monday,19,Bălți,Without fatalities
2023,Female,62,Wednesday,8,Chișinău,Without fatalities
2023,Male,43,Wednesday,1,Edineț,Without fatalities
2018,Male,22,Saturday,17,Bălți,Without fatalities
2022,Female,55,Sunday,0,Cahul,Without fatalities
2024,Male,58,Sunday,10,Hîncești,Without fatalities
2024,Female,41,Thursday,14,Chișinău,Without fatalities
2020,Female,70,Tuesday,11,Edineț,Without fatalities
2019,Male,52,Saturday,2,Bălți,With fatalities
2022,Male,50,Tuesday,18,Edineț,Without fatalities
2023,Female,27,Monday,19,Bălți,Without fatalities
2015,Female,49,Monday,18,Comrat,Without fatalities
2016,Female,43,Sunday,9,Cahul,Without fatalities
2023,Male,47,Saturday,15,Ungheni,Without fatalities
2021,Female,29,Wednesday,5,Chișinău,Without fatalities
2022,Male,41,Thursday,8,Chișinău,Without fatalities
2023,Male,27,Sunday,7,Edineț,Without fatalities
2023,Male,18,Thursday,21,Edineț,Without fatalities
2023,Female,54,Monday,15,Bălți,Without fatalities
2021,Male,18,Monday,7,Ungheni,With fatalities
2017,Female,41,Thursday,23,Bălți,Without fatalities
2021,Male,44,Thursday,21,Edineț,Without fatalities
2024,Female,44,Wednesday,17,Comrat,Without fatalities
2019,Female,35,Thursday,4,Comrat,Without fatalities
2020,Male,44,Tuesday,19,Cahul,Without fatalities
2023,Female,47,Thursday,11,Soroca,Without fatalities
2016,Male,51,Friday,5,Chișinău,Without fatalities
2023,Male,66,Thursday,1,Ungheni,Without fatalities
2019,Male,43,Monday,3,Ungheni,Without fatalities
2019,Male,40,Monday,15,Chișinău,Without fatalities
2022,Male,26,Sunday,23,Comrat,With fatalities
2019,Male,46,Friday,13,Soroca,Without fatalities
2022,Male,50,Tuesday,16,Chișinău,With fatalities
2024,Female,37,Thursday,18,Soroca,Without fatalities
2020,Male,48,Thursday,3,Edineț,Without fatalities
2024,Male,35,Friday,17,Edineț,Without fatalities
2024,Female,50,Sunday,11,Bălți,Without fatalities
2018,Female,53,Wednesday,1,Chișinău,Without fatalities
2021,Male,53,Wednesday,5,Bălți,Without fatalities
2024,Male,41,Sunday,5,Orhei,Without fatalities
2017,Male,24,Tuesday,2,Soroca,Without fatalities
2021,Female,30,Thursday,7,Ungheni,Without fatalities
2021,Male,48,Thursday,11,Edineț,Without fatalities
2023,Female,76,Thursday,2,Soroca,Without fatalities
2017,Male,34,Sunday,1,Ungheni,Without fatalities
2018,Male,46,Monday,20,Edineț,Without fatalities
2017,Female,31,Saturday,22,Chișinău,Without fatalities
2017,Male,25,Wednesday,0,Hîncești,Without fatalities
2019,Male,29,Sunday,17,Bălți,Without fatalities
2021,Male,18,Saturday,17,Edineț,Without fatalities
2023,Female,60,Friday,7,Hîncești,Without fatalities
2020,Male,18,Saturday,21,Edineț,Without fatalities
2021,Male,36,Monday,13,Hîncești,Without fatalities
2023,Female,22,Monday,12,Ungheni,Without fatalities
